--------- beginning of crash
06-11 21:56:53.687 F/linker  (29981): CANNOT LINK EXECUTABLE "/system/bin/smartcable/smartCableSTBApp": library "libmosquitto.so" not found: needed by main executable
06-11 22:00:08.617 W/VideoCapabilities(31490): Unsupported mime video/wmv2
06-11 22:00:08.618 W/VideoCapabilities(31490): Unsupported mime video/wvc1
06-11 22:00:08.618 W/Utils   (31490): could not parse long range '1-'
06-11 22:00:08.619 W/VideoCapabilities(31490): Unsupported profile 4 for video/avc
06-11 22:00:08.630 D/stbdpc  (  397): STB_DPGetNumPaths[570]: num_paths: 1
06-11 22:00:08.646 D/MediaCodecInfo(31490): NoSupport [sizeAndRate.support, 1920x1080x25.0] [c2.android.hevc.decoder, video/hevc] [MSTB, JMSB200A, Jio, 30]
06-11 22:00:08.647 D/MediaCodecInfo(31490): NoSupport [sizeAndRate.support, 1920x1080x25.0] [c2.android.hevc.decoder, video/hevc] [MSTB, JMSB200A, Jio, 30]
06-11 22:00:08.651 D/MediaCodecInfo(31490): NoSupport [sizeAndRate.support, 1920x1080x25.0] [c2.android.vp9.decoder, video/x-vnd.on2.vp9] [MSTB, JMSB200A, Jio, 30]
06-11 22:00:08.714 W/[ 5239.866253@0]  RTW(    0): fill_default_txdesc(wlan0): SP Packet(0x0806) rate=0x4 SeqNum = 3333
06-11 22:00:08.652 D/MediaCodecInfo(31490): NoSupport [sizeAndRate.support, 1920x1080x25.0] [c2.android.vp9.decoder, video/x-vnd.on2.vp9] [MSTB, JMSB200A, Jio, 30]
06-11 22:00:08.731 D/stbdpc  (  397): STB_DPGetNumPaths[570]: num_paths: 1
06-11 22:00:08.749 D/rtk_heartbeat(  349): heartbeat_timed_out: heartbeatCmdCount = 5218, expected nextSeqNum = 5218
06-11 22:00:08.750 D/rtk_heartbeat(  349): rtkbt_heartbeat_cmpl_cback: Current SeqNum = 5218,should SeqNum=5218, status = 0
06-11 22:00:08.831 D/stbdpc  (  397): STB_DPGetNumPaths[570]: num_paths: 1
06-11 22:00:08.868 F/linker  (31612): CANNOT LINK EXECUTABLE "/system/bin/smartcable/smartCableSTBApp": library "libmosquitto.so" not found: needed by main executable
06-11 22:00:08.872 D/ltts_ip_emm(  397): LTTS_IP_DMXStartEMM[381]: parse_emm_cat_status failed
06-11 22:00:08.931 D/stbdpc  (  397): STB_DPGetNumPaths[570]: num_paths: 1
06-11 22:00:09.031 D/stbdpc  (  397): STB_DPGetNumPaths[570]: num_paths: 1
06-11 22:00:09.042 I/appium  (31426): channel read: POST /session/e8c3352c-3a33-4359-888a-8c13554ec0d0/element
06-11 22:00:09.044 I/appium  (31426): FindElement command
06-11 22:00:09.046 I/appium  (31426): method: 'xpath', selector: '//android.widget.ImageView[@resource-id='in.startv.hotstar:id/iv_profile']'
06-11 22:00:09.047 I/appium  (31426): Waiting up to 10000ms for the device to idle
06-11 22:00:09.050 D/dvb_iptv(  397): ReadEmmNetworkTask[1537]: EMM Select Timeout Occured 1
06-11 22:00:09.051 D/stbhwnet(  397): STB_NWDropMembership[1331]: using IPV6 protocol in dropmembership
06-11 22:00:09.051 D/stbhwnet(  397): STB_NWDropMembership[1335]: group_address: '232.24.3.241', source_address: '10.70.220.50'
06-11 22:00:09.051 D/stbhwnet(  397): STB_NWDropMembership[1353]: src url SSM enabled
06-11 22:00:09.052 D/stbhwnet(  397): get_any_multicast_interface[1061]: Found g_nw_interface wlan0, ifindex 8
06-11 22:00:09.052 D/stbhwnet(  397): STB_NWDropMembership[1376]: sockopt_ret: 92 | Protocol not available
06-11 22:00:09.052 D/stbhwnet(  397): STB_NWDropMembership[1377]: Adding source multicast group error
06-11 22:00:09.052 D/stbhwnet(  397): STB_NWDropMembership[1331]: using IPV6 protocol in dropmembership
06-11 22:00:09.052 D/stbhwnet(  397): STB_NWDropMembership[1335]: group_address: '232.24.3.241', source_address: '10.70.220.50'
06-11 22:00:09.052 D/stbhwnet(  397): STB_NWDropMembership[1353]: src url SSM enabled
06-11 22:00:09.053 I/appium  (31426): The following attributes will be included to the page source: [resource-id]
06-11 22:00:09.053 D/stbhwnet(  397): get_any_multicast_interface[1061]: Found g_nw_interface wlan0, ifindex 8
06-11 22:00:09.053 D/stbhwnet(  397): STB_NWDropMembership[1376]: sockopt_ret: 92 | Protocol not available
06-11 22:00:09.053 D/stbhwnet(  397): STB_NWDropMembership[1377]: Adding source multicast group error
06-11 22:00:09.053 D/stbhwnet(  397): STB_NWDropMembership[1331]: using IPV6 protocol in dropmembership
06-11 22:00:09.053 D/stbhwnet(  397): STB_NWDropMembership[1335]: group_address: '232.24.3.241', source_address: '10.70.220.50'
06-11 22:00:09.053 D/stbhwnet(  397): STB_NWDropMembership[1353]: src url SSM enabled
06-11 22:00:09.054 D/stbhwnet(  397): get_any_multicast_interface[1061]: Found g_nw_interface wlan0, ifindex 8
06-11 22:00:09.054 D/stbhwnet(  397): STB_NWDropMembership[1376]: sockopt_ret: 92 | Protocol not available
06-11 22:00:09.054 D/stbhwnet(  397): STB_NWDropMembership[1377]: Adding source multicast group error
06-11 22:00:09.054 D/stbhwnet(  397): STB_NWDropMembership[1331]: using IPV6 protocol in dropmembership
06-11 22:00:09.054 D/stbhwnet(  397): STB_NWDropMembership[1335]: group_address: '232.24.3.241', source_address: '10.70.220.50'
06-11 22:00:09.054 D/stbhwnet(  397): STB_NWDropMembership[1353]: src url SSM enabled
06-11 22:00:09.055 D/stbhwnet(  397): get_any_multicast_interface[1061]: Found g_nw_interface wlan0, ifindex 8
06-11 22:00:09.055 D/stbhwnet(  397): STB_NWDropMembership[1376]: sockopt_ret: 92 | Protocol not available
06-11 22:00:09.055 D/stbhwnet(  397): STB_NWDropMembership[1377]: Adding source multicast group error
06-11 22:00:09.055 E/DvbiInterface(  397): StopStartcurrentemmsession[1192]: sucessfully stop the emm session
06-11 22:00:09.063 I/.startv.hotsta(31490): Background concurrent copying GC freed 211400(11MB) AllocSpace objects, 70(3340KB) LOS objects, 49% free, 8883KB/17MB, paused 152us total 165.250ms
06-11 22:00:09.069 W/System  (31490): A resource failed to call close. 
06-11 22:00:09.069 W/System  (31490): A resource failed to call close. 
06-11 22:00:09.131 D/stbdpc  (  397): STB_DPGetNumPaths[570]: num_paths: 1
06-11 22:00:09.143 I/appium  (31426): Took 0ms to retrieve 0 matches for '//android.widget.ImageView[@resource-id='in.startv.hotstar:id/iv_profile']' XPath2 query
06-11 22:00:09.149 I/appium  (31426): AppiumResponse: {"sessionId":"e8c3352c-3a33-4359-888a-8c13554ec0d0","value":{"error":"no such element","message":"An element could not be located on the page using the given search parameters","stacktrace":"io.appium.uiautomator2.common.exceptions.ElementNotFoundException: An element could not be located on the page using the given search parameters\n\tat io.appium.uiautomator2.utils.ElementLocationHelpers.findElement(ElementLocationHelpers.java:156)\n\tat io.appium.uiautomator2.handler.FindElement.safeHandle(FindElement.java:60)\n\tat io.appium.uiautomator2.handler.request.SafeRequestHandler.handle(SafeRequestHandler.java:59)\n\tat io.appium.uiautomator2.server.AppiumServlet.handleRequest(AppiumServlet.java:259)\n\tat io.appium.uiautomator2.server.AppiumServlet.handleHttpRequest(AppiumServlet.java:253)\n\tat io.appium.uiautomator2.http.ServerHandler.channelRead(ServerHandler.java:77)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:374)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:360)\n\tat io.netty.channel.AbstractChannelHandlerContext.fireChannelRead(AbstractChannelHandlerContext.java:352)\n\tat io.netty.handler.codec.MessageToMessageDecoder.channelRead(MessageToMessageDecoder.java:102)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:374)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:360)\n\tat io.netty.channel.AbstractChannelHandlerContext.fireChannelRead(AbstractChannelHandlerContext.java:352)\n\tat io.netty.channel.CombinedChannelDuplexHandler$DelegatingChannelHandlerContext.fireChannelRead(CombinedChannelDuplexHandler.java:438)\n\tat io.netty.handler.codec.ByteToMessageDecoder.fireChannelRead(ByteToMessageDecoder.java:328)\n\tat io.netty.handler.codec.ByteToMessageDecoder.channelRead(ByteToMessageDecoder.java:302)\n\tat io.netty.channel.CombinedChannelDuplexHandler.channelRead(CombinedChannelDuplexHandler.java:253)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:374)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:360)\n\tat io.netty.channel.AbstractChannelHandlerContext.fireChannelRead(AbstractChannelHandlerContext.java:352)\n\tat io.netty.handler.timeout.IdleStateHandler.channelRead(IdleStateHandler.java:287)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:374)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:360)\n\tat io.netty.channel.AbstractChannelHandlerContext.fireChannelRead(AbstractChannelHandlerContext.java:352)\n\tat io.netty.channel.DefaultChannelPipeline$HeadContext.channelRead(DefaultChannelPipeline.java:1422)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:374)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:360)\n\tat io.netty.channel.DefaultChannelPipeline.fireChannelRead(DefaultChannelPipeline.java:931)\n\tat io.netty.channel.nio.AbstractNioByteChannel$NioByteUnsafe.read(AbstractNioByteChannel.java:163)\n\tat io.netty.channel.nio.NioEventLoop.processSelectedKey(NioEventLoop.java:700)\n\tat io.netty.channel.nio.NioEventLoop.processSelectedKeysOptimized(NioEventLoop.java:635)\n\tat io.netty.channel.nio.NioEventLoop.processSelectedKeys(NioEventLoop.java:552)\n\tat io.netty.channel.nio.NioEventLoop.run(NioEventLoop.java:514)\n\tat io.netty.util.concurrent.SingleThreadEventExecutor$6.run(SingleThreadEventExecutor.java:1044)\n\tat io.netty.util.internal.ThreadExecutorMap$2.run(ThreadExecutorMap.java:74)\n\tat io.netty.util.concurrent.FastThreadLocalRunnable.run(FastThreadLocalRunnable.java:30)\n\tat java.lang.Thread.run(Thread.java:923)\n"}}
06-11 22:00:09.231 D/stbdpc  (  397): STB_DPGetNumPaths[570]: num_paths: 1
06-11 22:00:09.332 D/stbdpc  (  397): STB_DPGetNumPaths[570]: num_paths: 1
06-11 22:00:09.402 I/.startv.hotsta(31490): oneway function results will be dropped but finished with status OK and parcel size 4
06-11 22:00:09.405 I/e.swalekh.abct( 1359): oneway function results will be dropped but finished with status OK and parcel size 4
06-11 22:00:09.410 D/JioSTBMRServer-SERVICE( 3589): InetSocketAddress(InetAddress.getByName(inetAddress.hostAddress)-/192.168.1.255
06-11 22:00:09.410 D/JioSTBMRServer-SERVICE( 3589): #beacon:RKISBFJ60000097:0:false:0:1:SV=181024 , 192.168.1.255
06-11 22:00:09.413 D/JioSTBMRServer-SERVICE( 3589): InetSocketAddress(InetAddress.getByName(inetAddress.hostAddress)-/192.168.1.255
06-11 22:00:09.413 D/JioSTBMRServer-SERVICE( 3589): #broadcast IP:192.168.1.255
06-11 22:00:09.432 D/stbdpc  (  397): STB_DPGetNumPaths[570]: num_paths: 1
06-11 22:00:09.464 D/JioStbInactivityTimer(  926): Timer: count 825 warningTimeout:10680 timeout:10800
06-11 22:00:09.465 D/JioStbInactivityTimer(  926): isUserActive: Curr:4414283 Prev:4414283
06-11 22:00:09.475 I/ThermalService(  969): CPU temperatures: [61.100002]
06-11 22:00:09.492 E/WifiVendorHal(  633): getWifiLinkLayerStats_1_3_Internal(l.973) failed {.code = ERROR_UNKNOWN, .description = unknown error}
06-11 22:00:09.532 D/stbdpc  (  397): STB_DPGetNumPaths[570]: num_paths: 1
06-11 22:00:09.555 D/DvbiInterface(  397): startEmmSession[1104]: primary_address: "rtp://10.70.220.50@232.24.3.241:5001"
06-11 22:00:09.555 D/DvbiInterface(  397): startEmmSession[1114]: secondary_address: ""
06-11 22:00:09.555 I/DvbiInterface(  397): startEmmSession[1136]: IPTV_EMM_Open | [args] URI: "rtp://10.70.220.50@232.24.3.241", port: 5001, fec: 2
06-11 22:00:09.555 D/dvb_iptv(  397): IPTV_Emm_Open[2003]: URL=rtp://10.70.220.50@232.24.3.241, port=5001 fec_layer=2 port1=0, port2=0
06-11 22:00:09.555 D/dvb_iptv(  397): ParseUrl[1748]: before parse | url: "10.70.220.50@232.24.3.241", src_addr: "", mc_addr: ""
06-11 22:00:09.555 D/dvb_iptv(  397): ParseUrl[1811]: after parse | url: "232.24.3.241", src_addr: "10.70.220.50", mc_addr: "232.24.3.241"
06-11 22:00:09.555 D/dvb_iptv(  397): IPTV_Emm_Open[2032]: Found 2 addresses for 232.24.3.241
06-11 22:00:09.555 D/dvb_iptv(  397): IPTV_Emm_Open[2040]: 0: family=IPv4, type=datagram, protocol=UDP, multicast=yes
06-11 22:00:09.555 D/stbhwnet(  397): STB_NWBind[914]: Added IPV4 address to bind:232.24.3.241 
06-11 22:00:09.555 D/stbhwnet(  397): STB_NWBind[921]: Binding with address 232.24.3.241
06-11 22:00:09.556 D/stbhwnet(  397): STB_NWBind[928]: Bind (fd=16) port 5001, done okay
06-11 22:00:09.556 D/dvb_iptv(  397): SocketBind[727]: bound socket, port=5001
06-11 22:00:09.556 D/stbhwnet(  397): STB_NWAddMembership[1139]: using IPV4 protocol
06-11 22:00:09.556 D/stbhwnet(  397): STB_NWAddMembership[1142]: group_address: '232.24.3.241', source_address: '10.70.220.50'
06-11 22:00:09.556 D/stbhwnet(  397): STB_NWAddMembership[1156]: src url SSM enabled
06-11 22:00:09.556 D/stbhwnet(  397): STB_NWAddMembership[1163]: source addr: 10.70.220.50, group addr: 232.24.3.241, socket: 16
06-11 22:00:09.556 D/stbhwnet(  397): STB_NWAddMembership[1164]: setsocket success for source addrs
06-11 22:00:09.556 D/stbhwnet(  397): STB_NWAddMembership[1176]: setsockopt IP_MULTICAST_ALL params:
06-11 22:00:09.556 D/stbhwnet(  397): STB_NWAddMembership[1177]: mc_all: DISABLE
06-11 22:00:09.556 D/stbhwnet(  397): STB_NWAddMembership[1182]: setsockopt success for all
06-11 22:00:09.556 D/stbhwnet(  397): STB_NWBind[914]: Added IPV4 address to bind:232.24.3.241 
06-11 22:00:09.556 D/stbhwnet(  397): STB_NWBind[921]: Binding with address 232.24.3.241
06-11 22:00:09.556 D/stbhwnet(  397): STB_NWBind[928]: Bind (fd=17) port 5002, done okay
06-11 22:00:09.556 D/dvb_iptv(  397): SocketBind[727]: bound socket, port=5002
06-11 22:00:09.556 D/stbhwnet(  397): STB_NWAddMembership[1139]: using IPV4 protocol
06-11 22:00:09.556 D/stbhwnet(  397): STB_NWAddMembership[1142]: group_address: '232.24.3.241', source_address: '10.70.220.50'
06-11 22:00:09.556 D/stbhwnet(  397): STB_NWAddMembership[1156]: src url SSM enabled
06-11 22:00:09.556 D/stbhwnet(  397): STB_NWAddMembership[1163]: source addr: 10.70.220.50, group addr: 232.24.3.241, socket: 17
06-11 22:00:09.556 D/stbhwnet(  397): STB_NWAddMembership[1164]: setsocket success for source addrs
06-11 22:00:09.556 D/stbhwnet(  397): STB_NWAddMembership[1176]: setsockopt IP_MULTICAST_ALL params:
06-11 22:00:09.556 D/stbhwnet(  397): STB_NWAddMembership[1177]: mc_all: DISABLE
06-11 22:00:09.556 D/stbhwnet(  397): STB_NWAddMembership[1182]: setsockopt success for all
06-11 22:00:09.556 D/stbhwnet(  397): STB_NWBind[914]: Added IPV4 address to bind:232.24.3.241 
06-11 22:00:09.556 D/stbhwnet(  397): STB_NWBind[921]: Binding with address 232.24.3.241
06-11 22:00:09.556 D/stbhwnet(  397): STB_NWBind[928]: Bind (fd=18) port 5003, done okay
06-11 22:00:09.556 D/dvb_iptv(  397): SocketBind[727]: bound socket, port=5003
06-11 22:00:09.556 D/stbhwnet(  397): STB_NWAddMembership[1139]: using IPV4 protocol
06-11 22:00:09.556 D/stbhwnet(  397): STB_NWAddMembership[1142]: group_address: '232.24.3.241', source_address: '10.70.220.50'
06-11 22:00:09.557 D/stbhwnet(  397): STB_NWAddMembership[1156]: src url SSM enabled
06-11 22:00:09.557 D/stbhwnet(  397): STB_NWAddMembership[1163]: source addr: 10.70.220.50, group addr: 232.24.3.241, socket: 18
06-11 22:00:09.557 D/stbhwnet(  397): STB_NWAddMembership[1164]: setsocket success for source addrs
06-11 22:00:09.557 D/stbhwnet(  397): STB_NWAddMembership[1176]: setsockopt IP_MULTICAST_ALL params:
06-11 22:00:09.557 D/stbhwnet(  397): STB_NWAddMembership[1177]: mc_all: DISABLE
06-11 22:00:09.557 D/stbhwnet(  397): STB_NWAddMembership[1182]: setsockopt success for all
06-11 22:00:09.557 D/stbhwnet(  397): STB_NWBind[914]: Added IPV4 address to bind:232.24.3.241 
06-11 22:00:09.557 D/stbhwnet(  397): STB_NWBind[921]: Binding with address 232.24.3.241
06-11 22:00:09.557 D/stbhwnet(  397): STB_NWBind[928]: Bind (fd=19) port 5005, done okay
06-11 22:00:09.557 D/dvb_iptv(  397): SocketBind[727]: bound socket, port=5005
06-11 22:00:09.557 D/stbhwnet(  397): STB_NWAddMembership[1139]: using IPV4 protocol
06-11 22:00:09.557 D/stbhwnet(  397): STB_NWAddMembership[1142]: group_address: '232.24.3.241', source_address: '10.70.220.50'
06-11 22:00:09.557 D/stbhwnet(  397): STB_NWAddMembership[1156]: src url SSM enabled
06-11 22:00:09.557 D/stbhwnet(  397): STB_NWAddMembership[1163]: source addr: 10.70.220.50, group addr: 232.24.3.241, socket: 19
06-11 22:00:09.557 D/stbhwnet(  397): STB_NWAddMembership[1164]: setsocket success for source addrs
06-11 22:00:09.557 D/stbhwnet(  397): STB_NWAddMembership[1176]: setsockopt IP_MULTICAST_ALL params:
06-11 22:00:09.557 D/stbhwnet(  397): STB_NWAddMembership[1177]: mc_all: DISABLE
06-11 22:00:09.557 D/stbhwnet(  397): STB_NWAddMembership[1182]: setsockopt success for all
06-11 22:00:09.557 D/dvb_iptv(  397): IPTV_Emm_Open[2126]: [SockTime] EMM socket open time: 1749659409s 557676us
06-11 22:00:09.557 I/Aml_MP  (  397): AmlCasBase [create:29] cas serviceType: verimatrix IPTV
06-11 22:00:09.557 I/Aml_MP  (  397): AmlCasBase create, iptv vmxcas v2 support
06-11 22:00:09.557 I/Aml_MP  (  397): AmlVMXIptvCas_V2 ctor AmlVMXIptvCas_V2
06-11 22:00:09.557 D/am_cas_api(  397): [createAmCas/77]
06-11 22:00:09.557 E/AVPIPTV (  397): [0] AmCasIPTVSC2 at # 672, class_instance_index=0
06-11 22:00:09.557 D/ltts_ip_emm(  397): openEmmCasSession[437]: IPTV EMM Cas openSession susccess CASSession ID: f07c2c00
06-11 22:00:09.558 D/DvbiInterface(  397): StopStartcurrentemmsession[1198]: Successfully started the emm session: 0xf0bb39c0
06-11 22:00:09.558 D/dvb_iptv(  397): restartEmmSession[1181]: restart Emm monitor task success
06-11 22:00:09.558 D/dvb_iptv(  397): restartEmmSession[1187]: restart Emm monitor task stop and start successful - 1
06-11 22:00:09.558 D/dvb_iptv(  397): restartEmmSession[1172]: waiting for restart emm signal
06-11 22:00:09.632 D/stbdpc  (  397): STB_DPGetNumPaths[570]: num_paths: 1
06-11 22:00:09.682 I/appium  (31426): channel read: POST /session/e8c3352c-3a33-4359-888a-8c13554ec0d0/element
06-11 22:00:09.683 I/appium  (31426): FindElement command
06-11 22:00:09.687 I/appium  (31426): method: 'xpath', selector: '//android.widget.ImageView[@resource-id='in.startv.hotstar:id/iv_profile']'
06-11 22:00:09.688 I/appium  (31426): Waiting up to 10000ms for the device to idle
06-11 22:00:09.693 I/appium  (31426): The following attributes will be included to the page source: [resource-id]
06-11 22:00:09.732 D/stbdpc  (  397): STB_DPGetNumPaths[570]: num_paths: 1
06-11 22:00:09.749 D/rtk_heartbeat(  349): heartbeat_timed_out: heartbeatCmdCount = 5219, expected nextSeqNum = 5219
06-11 22:00:09.751 D/rtk_heartbeat(  349): rtkbt_heartbeat_cmpl_cback: Current SeqNum = 5219,should SeqNum=5219, status = 0
06-11 22:00:09.814 I/appium  (31426): Took 0ms to retrieve 0 matches for '//android.widget.ImageView[@resource-id='in.startv.hotstar:id/iv_profile']' XPath2 query
06-11 22:00:09.821 I/appium  (31426): AppiumResponse: {"sessionId":"e8c3352c-3a33-4359-888a-8c13554ec0d0","value":{"error":"no such element","message":"An element could not be located on the page using the given search parameters","stacktrace":"io.appium.uiautomator2.common.exceptions.ElementNotFoundException: An element could not be located on the page using the given search parameters\n\tat io.appium.uiautomator2.utils.ElementLocationHelpers.findElement(ElementLocationHelpers.java:156)\n\tat io.appium.uiautomator2.handler.FindElement.safeHandle(FindElement.java:60)\n\tat io.appium.uiautomator2.handler.request.SafeRequestHandler.handle(SafeRequestHandler.java:59)\n\tat io.appium.uiautomator2.server.AppiumServlet.handleRequest(AppiumServlet.java:259)\n\tat io.appium.uiautomator2.server.AppiumServlet.handleHttpRequest(AppiumServlet.java:253)\n\tat io.appium.uiautomator2.http.ServerHandler.channelRead(ServerHandler.java:77)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:374)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:360)\n\tat io.netty.channel.AbstractChannelHandlerContext.fireChannelRead(AbstractChannelHandlerContext.java:352)\n\tat io.netty.handler.codec.MessageToMessageDecoder.channelRead(MessageToMessageDecoder.java:102)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:374)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:360)\n\tat io.netty.channel.AbstractChannelHandlerContext.fireChannelRead(AbstractChannelHandlerContext.java:352)\n\tat io.netty.channel.CombinedChannelDuplexHandler$DelegatingChannelHandlerContext.fireChannelRead(CombinedChannelDuplexHandler.java:438)\n\tat io.netty.handler.codec.ByteToMessageDecoder.fireChannelRead(ByteToMessageDecoder.java:328)\n\tat io.netty.handler.codec.ByteToMessageDecoder.channelRead(ByteToMessageDecoder.java:302)\n\tat io.netty.channel.CombinedChannelDuplexHandler.channelRead(CombinedChannelDuplexHandler.java:253)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:374)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:360)\n\tat io.netty.channel.AbstractChannelHandlerContext.fireChannelRead(AbstractChannelHandlerContext.java:352)\n\tat io.netty.handler.timeout.IdleStateHandler.channelRead(IdleStateHandler.java:287)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:374)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:360)\n\tat io.netty.channel.AbstractChannelHandlerContext.fireChannelRead(AbstractChannelHandlerContext.java:352)\n\tat io.netty.channel.DefaultChannelPipeline$HeadContext.channelRead(DefaultChannelPipeline.java:1422)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:374)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:360)\n\tat io.netty.channel.DefaultChannelPipeline.fireChannelRead(DefaultChannelPipeline.java:931)\n\tat io.netty.channel.nio.AbstractNioByteChannel$NioByteUnsafe.read(AbstractNioByteChannel.java:163)\n\tat io.netty.channel.nio.NioEventLoop.processSelectedKey(NioEventLoop.java:700)\n\tat io.netty.channel.nio.NioEventLoop.processSelectedKeysOptimized(NioEventLoop.java:635)\n\tat io.netty.channel.nio.NioEventLoop.processSelectedKeys(NioEventLoop.java:552)\n\tat io.netty.channel.nio.NioEventLoop.run(NioEventLoop.java:514)\n\tat io.netty.util.concurrent.SingleThreadEventExecutor$6.run(SingleThreadEventExecutor.java:1044)\n\tat io.netty.util.internal.ThreadExecutorMap$2.run(ThreadExecutorMap.java:74)\n\tat io.netty.util.concurrent.FastThreadLocalRunnable.run(FastThreadLocalRunnable.java:30)\n\tat java.lang.Thread.run(Thread.java:923)\n"}}
06-11 22:00:09.833 D/stbdpc  (  397): STB_DPGetNumPaths[570]: num_paths: 1
06-11 22:00:09.933 I/chatty  (  397): uid=0(root) DK-SiCntrl identical 1 line
06-11 22:00:10.033 D/stbdpc  (  397): STB_DPGetNumPaths[570]: num_paths: 1
06-11 22:00:10.058 D/dvb_iptv(  397): ReadEmmNetworkTask[1537]: EMM Select Timeout Occured 1
06-11 22:00:10.058 D/dvb_iptv(  397): ReadEmmNetworkTask[1598]: [SockTime] EMM packet Reception Stopped!!
06-11 22:00:10.058 D/dvb_iptv(  397): ReadEmmNetworkTask[1601]: [SockTime] EMM packet Rxn stopped: 1749659410s 58401us
06-11 22:00:10.133 D/stbdpc  (  397): STB_DPGetNumPaths[570]: num_paths: 1
06-11 22:00:10.233 I/chatty  (  397): uid=0(root) DK-SiCntrl identical 1 line
06-11 22:00:10.333 D/stbdpc  (  397): STB_DPGetNumPaths[570]: num_paths: 1
06-11 22:00:10.350 I/appium  (31426): channel read: POST /session/e8c3352c-3a33-4359-888a-8c13554ec0d0/element
06-11 22:00:10.351 I/appium  (31426): FindElement command
06-11 22:00:10.354 I/appium  (31426): method: 'xpath', selector: '//android.widget.ImageView[@resource-id='in.startv.hotstar:id/iv_profile']'
06-11 22:00:10.354 I/appium  (31426): Waiting up to 10000ms for the device to idle
06-11 22:00:10.358 I/appium  (31426): The following attributes will be included to the page source: [resource-id]
06-11 22:00:10.434 D/stbdpc  (  397): STB_DPGetNumPaths[570]: num_paths: 1
06-11 22:00:10.444 I/appium  (31426): Took 0ms to retrieve 0 matches for '//android.widget.ImageView[@resource-id='in.startv.hotstar:id/iv_profile']' XPath2 query
