--------- beginning of kernel
06-12 11:11:27.829 W/[ 4077.418805@0]  RTW(    0): fill_default_txdesc(wlan0): SP Packet(0x0806) rate=0x4 SeqNum = 14
06-12 11:11:28.690 D/[ 4078.276862@3]  logd(    0): logdr: UID=0 GID=0 PID=23330 b tail=0 logMask=99 pid=0 start=0ns timeout=0ns
06-12 11:11:28.690 D/[ 4078.278456@2]  logd(    0): Skipping 4294967295 entries from slow reader, pid 23330, from LogBuffer::kickMe()
--------- beginning of system
06-12 11:11:28.858 I/ActivityTaskManager(  628): START u0 {flg=0x10000000 cmp=in.startv.hotstar/com.hotstar.MainActivity} from uid 0
06-12 11:16:33.940 I/AmAVUtils(24974): set profile 0 level:0
06-12 11:16:33.960 D/CCodec  (24974): allocate(c2.android.mp3.decoder)
06-12 11:16:33.962 D/Glide   ( 1779): Finished loading Bitmap from LOCAL for com.bumptech.glide.gifdecoder.StandardGifDecoder@502af3c with size [314x176] in 9.475042 ms
06-12 11:16:33.962 V/DigitalSignage(  628): Package Name: null
06-12 11:16:33.962 V/DigitalSignage(  628): Left: 0
06-12 11:16:33.962 V/DigitalSignage(  628): Right: 0
06-12 11:16:33.962 V/DigitalSignage(  628): Top: 0
06-12 11:16:33.962 V/DigitalSignage(  628): Bottom: 0
06-12 11:16:33.962 D/DigitalSignage(  628): else - Package Name :: null left : 0 right :: 0 top :: 0 bottom :: 0 dfu-right :: 1920 dfu-bottom :: 1080
06-12 11:16:33.963 I/Codec2Client(24974): Available Codec2 services: "software"
06-12 11:16:33.971 V/C2Store (  476): in init
06-12 11:16:33.971 V/C2Store (  476): loading dll
06-12 11:16:33.978 D/stbdpc  (  403): STB_DPGetNumPaths[570]: num_paths: 1
06-12 11:16:33.982 E/BufferQueueProducer(  401): [com.iwedia.ui.rjio.launcher.reliance/com.iwedia.ui.rjio.launcher.ui.intro.IntroActivity#0](id:19100000064,api:0,p:-1,c:401) disconnect: not connected (req=1)
06-12 11:16:33.982 W/libEGL  ( 1779): EGLNativeWindowType 0xe926fc08 disconnect failed
06-12 11:16:33.982 I/CCodec  (24974): Created component [c2.android.mp3.decoder]
06-12 11:16:33.983 D/CCodecConfig(24974): read media type: audio/mpeg
06-12 11:16:33.985 V/DigitalSignage(  628): Package Name: null
06-12 11:16:33.985 V/DigitalSignage(  628): Left: 0
06-12 11:16:33.985 V/DigitalSignage(  628): Right: 0
06-12 11:16:33.985 V/DigitalSignage(  628): Top: 0
06-12 11:16:33.985 V/DigitalSignage(  628): Bottom: 0
06-12 11:16:33.985 D/DigitalSignage(  628): else - Package Name :: null left : 0 right :: 0 top :: 0 bottom :: 0 dfu-right :: 1920 dfu-bottom :: 1080
06-12 11:16:33.985 D/ReflectedParamUpdater(24974): extent() != 1 for single value type: algo.buffers.max-count.values
06-12 11:16:33.986 D/ReflectedParamUpdater(24974): extent() != 1 for single value type: output.subscribed-indices.values
06-12 11:16:33.986 D/ReflectedParamUpdater(24974): extent() != 1 for single value type: input.buffers.allocator-ids.values
06-12 11:16:33.986 D/ReflectedParamUpdater(24974): extent() != 1 for single value type: output.buffers.allocator-ids.values
06-12 11:16:33.986 D/ReflectedParamUpdater(24974): extent() != 1 for single value type: algo.buffers.allocator-ids.values
06-12 11:16:33.987 D/ReflectedParamUpdater(24974): extent() != 1 for single value type: output.buffers.pool-ids.values
06-12 11:16:33.987 D/ReflectedParamUpdater(24974): extent() != 1 for single value type: algo.buffers.pool-ids.values
06-12 11:16:33.990 I/CCodecConfig(24974): query failed after returning 7 values (BAD_INDEX)
06-12 11:16:33.991 D/CCodecConfig(24974): c2 config diff is Dict {
06-12 11:16:33.991 D/CCodecConfig(24974):   c2::u32 coded.bitrate.value = 64000
06-12 11:16:33.991 D/CCodecConfig(24974):   c2::u32 input.buffers.max-size.value = 8192
06-12 11:16:33.991 D/CCodecConfig(24974):   c2::u32 input.delay.value = 0
06-12 11:16:33.991 D/CCodecConfig(24974):   string input.media-type.value = "audio/mpeg"
06-12 11:16:33.991 D/CCodecConfig(24974):   string output.media-type.value = "audio/raw"
06-12 11:16:33.991 D/CCodecConfig(24974):   c2::u32 raw.channel-count.value = 2
06-12 11:16:33.991 D/CCodecConfig(24974):   c2::u32 raw.sample-rate.value = 44100
06-12 11:16:33.991 D/CCodecConfig(24974): }
06-12 11:16:33.992 D/CCodec  (24974): [c2.android.mp3.decoder] buffers are bound to CCodec for this session
06-12 11:16:33.993 D/CCodecConfig(24974): no c2 equivalents for durationUs
06-12 11:16:33.993 D/CCodecConfig(24974): no c2 equivalents for track-id
06-12 11:16:33.993 D/CCodecConfig(24974): no c2 equivalents for encoder-delay
06-12 11:16:33.993 D/CCodecConfig(24974): no c2 equivalents for encoder-padding
06-12 11:16:33.993 D/CCodecConfig(24974): no c2 equivalents for flags
06-12 11:16:33.994 D/CCodecConfig(24974): c2 config diff is   c2::u32 raw.channel-count.value = 1
06-12 11:16:33.994 D/CCodecConfig(24974):   c2::u32 raw.sample-rate.value = 48000
06-12 11:16:33.996 W/Codec2Client(24974): query -- param skipped: index = 1107298332.
06-12 11:16:33.996 D/CCodec  (24974): setup formats input: AMessage(what = 0x00000000) = {
06-12 11:16:33.996 D/CCodec  (24974):   int32_t channel-count = 1
06-12 11:16:33.996 D/CCodec  (24974):   int32_t max-input-size = 8192
06-12 11:16:33.996 D/CCodec  (24974):   string mime = "audio/mpeg"
06-12 11:16:33.996 D/CCodec  (24974):   int32_t sample-rate = 48000
06-12 11:16:33.996 D/CCodec  (24974): } and output: AMessage(what = 0x00000000) = {
06-12 11:16:33.996 D/CCodec  (24974):   int32_t channel-count = 1
06-12 11:16:33.996 D/CCodec  (24974):   string mime = "audio/raw"
06-12 11:16:33.996 D/CCodec  (24974):   int32_t sample-rate = 48000
06-12 11:16:33.996 D/CCodec  (24974):   int32_t encoder-delay = 576
06-12 11:16:33.996 D/CCodec  (24974):   int32_t encoder-padding = 1152
06-12 11:16:33.996 D/CCodec  (24974): }
06-12 11:16:34.001 W/Codec2Client(24974): query -- param skipped: index = 1342179345.
06-12 11:16:34.001 W/Codec2Client(24974): query -- param skipped: index = 2415921170.
06-12 11:16:34.004 E/FMQ     (24974): grantorIdx must be less than 3
06-12 11:16:34.006 E/FMQ     (24974): grantorIdx must be less than 3
06-12 11:16:34.009 D/CCodecBufferChannel(24974): [c2.android.mp3.decoder#874] Created input block pool with allocatorID 16 => poolID 17 - OK (0)
06-12 11:16:34.010 E/FMQ     (  476): grantorIdx must be less than 3
06-12 11:16:34.010 E/FMQ     (  476): grantorIdx must be less than 3
06-12 11:16:34.011 I/CCodecBufferChannel(24974): [c2.android.mp3.decoder#874] Created output block pool with allocatorID 16 => poolID 95 - OK
06-12 11:16:34.011 D/CCodecBufferChannel(24974): [c2.android.mp3.decoder#874] Configured output block pool ids 95 => OK
06-12 11:16:34.012 I/appium  (24904): The following attributes will be included to the page source: [resource-id]
06-12 11:16:34.012 E/ion     (24974): ioctl c0044901 failed with code -1: Inappropriate ioctl for device
06-12 11:16:34.014 D/SimpleC2Component(  476): Using output block pool with poolID 95 => got 95 - 0
06-12 11:16:34.022 E/FMQ     (24974): grantorIdx must be less than 3
06-12 11:16:34.022 E/FMQ     (  476): grantorIdx must be less than 3
06-12 11:16:34.024 I/C2SoftMp3Dec(  476): Reconfiguring decoder: 0->48000 Hz, 0->1 channels
06-12 11:16:34.026 E/FMQ     (  476): grantorIdx must be less than 3
06-12 11:16:34.029 E/FMQ     (24974): grantorIdx must be less than 3
06-12 11:16:34.033 D/CCodecBuffers(24974): [c2.android.mp3.decoder#874:Output[N]] popFromStashAndRegister: output format changed to AMessage(what = 0x00000000) = {
06-12 11:16:34.033 D/CCodecBuffers(24974):   int32_t channel-count = 1
06-12 11:16:34.033 D/CCodecBuffers(24974):   string mime = "audio/raw"
06-12 11:16:34.033 D/CCodecBuffers(24974):   int32_t sample-rate = 48000
06-12 11:16:34.033 D/CCodecBuffers(24974):   int32_t encoder-delay = 576
06-12 11:16:34.033 D/CCodecBuffers(24974):   int32_t encoder-padding = 1152
06-12 11:16:34.033 D/CCodecBuffers(24974): }
06-12 11:16:34.078 D/stbdpc  (  403): STB_DPGetNumPaths[570]: num_paths: 1
06-12 11:16:34.178 D/stbdpc  (  403): STB_DPGetNumPaths[570]: num_paths: 1
06-12 11:16:34.201 V/RootBeer(24974): b: a() [44] - /system/xbin/su binary detected!
06-12 11:16:34.278 D/stbdpc  (  403): STB_DPGetNumPaths[570]: num_paths: 1
06-12 11:16:34.299 D/SessionLifecycleClient(24974): Queued message 1. Queue size 1
06-12 11:16:34.302 D/CCodecBufferChannel(24974): [c2.android.mp3.decoder#874] MediaCodec discarded an unknown buffer
06-12 11:16:34.302 D/CCodecBufferChannel(24974): [c2.android.mp3.decoder#874] MediaCodec discarded an unknown buffer
06-12 11:16:34.306 I/hw-BpHwBinder(24974): onLastStrongRef automatically unlinking death recipients
06-12 11:16:34.306 I/hw-BpHwBinder(  476): onLastStrongRef automatically unlinking death recipients
06-12 11:16:34.307 V/C2Store (  476): in ~ComponentModule
06-12 11:16:34.307 V/C2Store (  476): unloading dll
06-12 11:16:34.311 F/linker  (25046): CANNOT LINK EXECUTABLE "/system/bin/smartcable/smartCableSTBApp": library "libmosquitto.so" not found: needed by main executable
06-12 11:16:34.372 D/SessionLifecycleService(24974): Service bound to new client on process 24974
06-12 11:16:34.374 I/Choreographer(24974): Skipped 36 frames!  The application may be doing too much work on its main thread.
06-12 11:16:34.378 D/stbdpc  (  403): STB_DPGetNumPaths[570]: num_paths: 1
06-12 11:16:34.387 D/SessionLifecycleService(24974): App has not yet foregrounded. Using previously stored session.
06-12 11:16:34.388 D/SessionLifecycleService(24974): Client android.os.Messenger@942e07c bound at 4383962. Clients: 1
06-12 11:16:34.389 V/DigitalSignage(  628): Package Name: null
06-12 11:16:34.390 V/DigitalSignage(  628): Left: 0
06-12 11:16:34.390 V/DigitalSignage(  628): Right: 0
06-12 11:16:34.390 V/DigitalSignage(  628): Top: 0
06-12 11:16:34.390 V/DigitalSignage(  628): Bottom: 0
06-12 11:16:34.390 D/DigitalSignage(  628): else - Package Name :: null left : 0 right :: 0 top :: 0 bottom :: 0 dfu-right :: 1920 dfu-bottom :: 1080
06-12 11:16:34.390 V/DigitalSignage(  628): Package Name: null
06-12 11:16:34.390 V/DigitalSignage(  628): Left: 0
06-12 11:16:34.390 V/DigitalSignage(  628): Right: 0
06-12 11:16:34.391 V/DigitalSignage(  628): Top: 0
06-12 11:16:34.391 V/DigitalSignage(  628): Bottom: 0
06-12 11:16:34.391 D/DigitalSignage(  628): else - Package Name :: null left : 0 right :: 0 top :: 0 bottom :: 0 dfu-right :: 1920 dfu-bottom :: 1080
06-12 11:16:34.395 D/dvb_iptv(  403): ReadEmmNetworkTask[1537]: EMM Select Timeout Occured 37
06-12 11:16:34.399 D/JioLauncher( 1779): overlay status check for wifi and bt remote false false
06-12 11:16:34.401 D/Match code1( 1446): 2
06-12 11:16:34.401 D/JIO_TR069-( 1446): Predefined List [com.jio.stb.catv, com.rjil.jiostbsetting, com.iwedia.ui.rjio.launcher.reliance, com.jio.stb.hotellauncher, com.jio.media.oberoi, com.jio.ott]
06-12 11:16:34.403 D/JIO_TR069-( 1446): Caller Package com.iwedia.ui.rjio.launcher.reliance
06-12 11:16:34.403 D/JIO_TR069-( 1446): White Listed Apps []
06-12 11:16:34.403 D/JIO_TR069-( 1446): Final White Listed Apps [com.jio.stb.catv, com.rjil.jiostbsetting, com.iwedia.ui.rjio.launcher.reliance, com.jio.stb.hotellauncher, com.jio.media.oberoi, com.jio.ott, ]
06-12 11:16:34.406 D/JioLauncher( 1779): network-type-------NonJioNetwork
06-12 11:16:34.415 D/JioLauncher( 1779): live-tv-previousIp-[/fe80::1%wlan0, /192.168.1.1]-newHost-[/fe80::1%wlan0, /192.168.1.1]
06-12 11:16:34.416 I/hwservicemanager(  232): getTransport: Cannot find entry android.hardware.configstore@1.0::ISurfaceFlingerConfigs/default in either framework or device manifest.
06-12 11:16:34.437 I/uncher.relianc( 1779): oneway function results will be dropped but finished with status OK and parcel size 4
06-12 11:16:34.441 I/e.swalekh.abct( 1345): oneway function results will be dropped but finished with status OK and parcel size 4
06-12 11:16:34.425 I/FA      (24974): Tag Manager is not found and thus will not be used
06-12 11:16:34.450 W/GooglePlayServicesUtil(24974): Google Play services is missing.
06-12 11:16:34.451 D/JioSTBMRServer-SERVICE( 3360): InetSocketAddress(InetAddress.getByName(inetAddress.hostAddress)-/192.168.1.255
06-12 11:16:34.453 D/JioSTBMRServer-SERVICE( 3360): #beacon:RKISBFJ60000097:0:false:0:1:SV=181024 , 192.168.1.255
06-12 11:16:34.463 D/JioSTBMRServer-SERVICE( 3360): InetSocketAddress(InetAddress.getByName(inetAddress.hostAddress)-/192.168.1.255
06-12 11:16:34.463 D/JioSTBMRServer-SERVICE( 3360): #broadcast IP:192.168.1.255
06-12 11:16:34.479 D/stbdpc  (  403): STB_DPGetNumPaths[570]: num_paths: 1
06-12 11:16:34.509 I/OpenGLRenderer(24974): Davey! duration=735ms; Flags=1, IntendedVsync=4383363142441, Vsync=4383963742429, OldestInputEvent=9223372036854775807, NewestInputEvent=0, HandleInputStart=4383964315922, AnimationStart=4383964319922, PerformTraversalsStart=4383964684422, DrawStart=4384059838672, SyncQueued=4384062242047, SyncStart=4384062663588, IssueDrawCommandsStart=4384062755130, SwapBuffers=4384087120255, FrameCompleted=4384099269922, DequeueBufferDuration=8555666, QueueBufferDuration=1051959, GpuCompleted=0, 
06-12 11:16:34.511 V/DigitalSignage(  628): Package Name: null
06-12 11:16:34.511 V/DigitalSignage(  628): Left: 0
06-12 11:16:34.511 V/DigitalSignage(  628): Right: 0
06-12 11:16:34.511 V/DigitalSignage(  628): Top: 0
06-12 11:16:34.511 V/DigitalSignage(  628): Bottom: 0
06-12 11:16:34.511 D/DigitalSignage(  628): else - Package Name :: null left : 0 right :: 0 top :: 0 bottom :: 0 dfu-right :: 1920 dfu-bottom :: 1080
06-12 11:16:34.511 V/DigitalSignage(  628): Package Name: null
06-12 11:16:34.511 V/DigitalSignage(  628): Left: 0
06-12 11:16:34.511 V/DigitalSignage(  628): Right: 0
06-12 11:16:34.511 V/DigitalSignage(  628): Top: 0
06-12 11:16:34.511 V/DigitalSignage(  628): Bottom: 0
06-12 11:16:34.511 D/DigitalSignage(  628): else - Package Name :: null left : 0 right :: 0 top :: 0 bottom :: 0 dfu-right :: 1920 dfu-bottom :: 1080
06-12 11:16:34.513 V/DigitalSignage(  628): Package Name: null
06-12 11:16:34.513 V/DigitalSignage(  628): Left: 0
06-12 11:16:34.513 V/DigitalSignage(  628): Right: 0
06-12 11:16:34.513 V/DigitalSignage(  628): Top: 0
06-12 11:16:34.513 V/DigitalSignage(  628): Bottom: 0
06-12 11:16:34.513 D/DigitalSignage(  628): else - Package Name :: null left : 0 right :: 0 top :: 0 bottom :: 0 dfu-right :: 1920 dfu-bottom :: 1080
06-12 11:16:34.513 V/DigitalSignage(  628): Package Name: null
06-12 11:16:34.514 V/DigitalSignage(  628): Left: 0
06-12 11:16:34.514 V/DigitalSignage(  628): Right: 0
06-12 11:16:34.514 V/DigitalSignage(  628): Top: 0
06-12 11:16:34.514 V/DigitalSignage(  628): Bottom: 0
06-12 11:16:34.514 D/DigitalSignage(  628): else - Package Name :: null left : 0 right :: 0 top :: 0 bottom :: 0 dfu-right :: 1920 dfu-bottom :: 1080
06-12 11:16:34.528 D/SessionLifecycleClient(24974): Connected to SessionLifecycleService. Queue size 1
06-12 11:16:34.531 V/DigitalSignage(  628): Package Name: null
06-12 11:16:34.531 V/DigitalSignage(  628): Left: 0
06-12 11:16:34.531 V/DigitalSignage(  628): Right: 0
06-12 11:16:34.531 V/DigitalSignage(  628): Top: 0
06-12 11:16:34.531 V/DigitalSignage(  628): Bottom: 0
06-12 11:16:34.531 D/DigitalSignage(  628): else - Package Name :: null left : 0 right :: 0 top :: 0 bottom :: 0 dfu-right :: 1920 dfu-bottom :: 1080
06-12 11:16:34.531 V/DigitalSignage(  628): Package Name: null
06-12 11:16:34.531 V/DigitalSignage(  628): Left: 0
06-12 11:16:34.531 V/DigitalSignage(  628): Right: 0
06-12 11:16:34.531 V/DigitalSignage(  628): Top: 0
06-12 11:16:34.531 V/DigitalSignage(  628): Bottom: 0
06-12 11:16:34.531 D/DigitalSignage(  628): else - Package Name :: null left : 0 right :: 0 top :: 0 bottom :: 0 dfu-right :: 1920 dfu-bottom :: 1080
06-12 11:16:34.534 D/SessionLifecycleClient(24974): Sending lifecycle 1 to service
06-12 11:16:34.542 D/SessionLifecycleService(24974): Activity foregrounding at 4384124.
06-12 11:16:34.542 D/SessionLifecycleService(24974): Cold start detected.
06-12 11:16:34.555 D/SessionLifecycleService(24974): Generated new session.
06-12 11:16:34.555 D/SessionLifecycleService(24974): Broadcasting new session
06-12 11:16:34.557 I/android.hardware.power-service.libperfmgr(  371): Power setBoost: INTERACTION duration: 0
06-12 11:16:34.558 I/libperfmgr(  371): Do Powerhint: INTERACTION
06-12 11:16:34.567 D/JioLauncher( 1779): launcher-appp-in-background
06-12 11:16:34.572 D/SessionLifecycleClient(24974): Session update received.
06-12 11:16:34.576 E/PushSDK ( 1779): Total time spend is 00:00:07
06-12 11:16:34.576 E/PushSDK ( 1779): app closed with session id uwEioHC1749707186743
06-12 11:16:34.579 D/stbdpc  (  403): STB_DPGetNumPaths[570]: num_paths: 1
06-12 11:16:34.613 D/JioLauncher( 1779): onSaveInstanceState-getting called
06-12 11:16:34.627 D/SessionFirelogPublisher(24974): Data Collection is enabled for at least one Subscriber
06-12 11:16:34.630 D/CompatibilityChangeReporter(  628): Compat change id reported: 136274596; UID 10072; state: ENABLED
06-12 11:16:34.653 V/DigitalSignage(  628): Package Name: null
06-12 11:16:34.653 V/DigitalSignage(  628): Left: 0
06-12 11:16:34.653 V/DigitalSignage(  628): Right: 0
06-12 11:16:34.653 V/DigitalSignage(  628): Top: 0
06-12 11:16:34.653 V/DigitalSignage(  628): Bottom: 0
06-12 11:16:34.654 D/DigitalSignage(  628): else - Package Name :: null left : 0 right :: 0 top :: 0 bottom :: 0 dfu-right :: 1920 dfu-bottom :: 1080
06-12 11:16:34.654 V/DigitalSignage(  628): Package Name: null
06-12 11:16:34.654 V/DigitalSignage(  628): Left: 0
06-12 11:16:34.654 V/DigitalSignage(  628): Right: 0
06-12 11:16:34.654 V/DigitalSignage(  628): Top: 0
06-12 11:16:34.654 V/DigitalSignage(  628): Bottom: 0
06-12 11:16:34.654 D/DigitalSignage(  628): else - Package Name :: null left : 0 right :: 0 top :: 0 bottom :: 0 dfu-right :: 1920 dfu-bottom :: 1080
06-12 11:16:34.659 I/ActivityTaskManager(  628): Displayed in.startv.hotstar/com.hotstar.MainActivity: +1s58ms
06-12 11:16:34.664 D/SessionLifecycleClient(24974): Notified CRASHLYTICS of new session d57e5845841f425abd83eb9c9144d1e1
06-12 11:16:34.679 D/stbdpc  (  403): STB_DPGetNumPaths[570]: num_paths: 1
06-12 11:16:34.683 V/FileLogTree(24974): Successfully created log file /data/user/0/in.startv.hotstar/files/logs/HotStarLogs1749707194647.log
06-12 11:16:34.683 I/uncher.relianc( 1779): WaitForGcToComplete blocked HeapTrim on ProfileSaver for 37.093ms
06-12 11:16:34.696 D/NetflixService(  975): onForegroundActivitiesChanged pid:1779,uid:10035,fg:false
06-12 11:16:34.700 D/NetflixService(  975): processName:com.netflix.ninja,importance:300
06-12 11:16:34.711 V/DigitalSignage(  628): Package Name: null
06-12 11:16:34.711 V/DigitalSignage(  628): Left: 0
06-12 11:16:34.711 V/DigitalSignage(  628): Right: 0
06-12 11:16:34.711 V/DigitalSignage(  628): Top: 0
06-12 11:16:34.711 V/DigitalSignage(  628): Bottom: 0
06-12 11:16:34.712 D/DigitalSignage(  628): else - Package Name :: null left : 0 right :: 0 top :: 0 bottom :: 0 dfu-right :: 1920 dfu-bottom :: 1080
06-12 11:16:34.728 V/DigitalSignage(  628): Package Name: null
06-12 11:16:34.729 V/DigitalSignage(  628): Left: 0
06-12 11:16:34.729 V/DigitalSignage(  628): Right: 0
06-12 11:16:34.729 V/DigitalSignage(  628): Top: 0
06-12 11:16:34.729 V/DigitalSignage(  628): Bottom: 0
06-12 11:16:34.729 D/DigitalSignage(  628): else - Package Name :: null left : 0 right :: 0 top :: 0 bottom :: 0 dfu-right :: 1920 dfu-bottom :: 1080
06-12 11:16:34.779 D/stbdpc  (  403): STB_DPGetNumPaths[570]: num_paths: 1
06-12 11:16:34.810 D/EventGDTLogger(24974): Session Event Type: SESSION_START
06-12 11:16:34.813 D/rtk_heartbeat(  351): heartbeat_timed_out: heartbeatCmdCount = 4363, expected nextSeqNum = 4363
06-12 11:16:34.814 D/rtk_heartbeat(  351): rtkbt_heartbeat_cmpl_cback: Current SeqNum = 4363,should SeqNum=4363, status = 0
06-12 11:16:34.815 D/SessionFirelogPublisher(24974): Successfully logged Session Start event.
06-12 11:16:34.838 I/ThermalService(  975): CPU temperatures: [65.0]
06-12 11:16:34.839 I/FirebaseCrashlytics(24974): Saved version control info
06-12 11:16:34.844 D/JioStbInactivityTimer(  928): Timer: count 7 warningTimeout:10680 timeout:10800
06-12 11:16:34.844 D/JioStbInactivityTimer(  928): isUserActive: Curr:4376284 Prev:4376284
06-12 11:16:34.879 D/stbdpc  (  403): STB_DPGetNumPaths[570]: num_paths: 1
06-12 11:16:34.895 D/dvb_iptv(  403): ReadEmmNetworkTask[1537]: EMM Select Timeout Occured 38
06-12 11:16:34.970 D/[212   ] JioAccount-ADC( 2137): v2.a a> Event: XJSSOE3
06-12 11:16:34.971 V/[212   ] JioAccount-ADC( 2137): v2.a a> XJSSOE3	PARAMETERS:
06-12 11:16:34.973 D/[290   ] JioAccount-ADC( 2137): com.jio.adc.core.b c> Getting ServiceInfo
06-12 11:16:34.976 D/[290   ] JioAccount-ADC( 2137): com.jio.adc.core.b c> Starting Bind...
06-12 11:16:34.978 D/[2     ] JioAccount-ADC( 2137): com.jio.adc.core.b$2 onServiceConnected> Connected
06-12 11:16:34.979 D/[290   ] JioAccount-ADC( 2137): com.jio.adc.core.b c> Binding...
06-12 11:16:34.980 D/stbdpc  (  403): STB_DPGetNumPaths[570]: num_paths: 1
06-12 11:16:34.980 D/[2     ] JioAccount-ADC( 2137): com.jio.adc.core.b$c$1 h> PROCESSING EVENT: XJSSOE3; TIME: 12-06-25 11:16:34:971; PARAMETERS: {"XJSSOP13":"in.startv.hotstar","XJSSOP14":true,"XJSSOP15":""}
06-12 11:16:34.986 V/[2     ] JioAccount-ADC( 2137): com.jio.adc.core.b$c$1 h> Event Written: XJSSOE3; TIME: 12-06-25 11:16:34:971; PARAMETERS: {"XJSSOP13":"in.startv.hotstar","XJSSOP14":true,"XJSSOP15":""}
06-12 11:16:35.071 V/RootBeer(24974): b: a() [44] - /system/xbin/su binary detected!
06-12 11:16:35.080 D/stbdpc  (  403): STB_DPGetNumPaths[570]: num_paths: 1
06-12 11:16:35.153 I/system_server(  628): oneway function results will be dropped but finished with status OK and parcel size 4
06-12 11:16:35.154 I/system_server(  628): oneway function results will be dropped but finished with status OK and parcel size 4
06-12 11:16:35.156 W/AudioFlinger(  391): createTrack_l(): mismatch between requested flags (00000004) and output flags (00000002)
06-12 11:16:35.158 D/AF::TrackHandle(  391): OpPlayAudio: track:116 usage:1 not muted
06-12 11:16:35.160 D/AudioTrack(24974): createTrack_l(7102839): AUDIO_OUTPUT_FLAG_FAST denied by server; frameCount 0 -> 122688
06-12 11:16:35.163 W/APM::AudioPolicyEngine(  391): getDevicesForStrategy() unknown strategy: -1
06-12 11:16:35.163 W/APM::AudioPolicyEngine(  391): getDevicesForStrategy() unknown strategy: -1
06-12 11:16:35.165 I/system_server(  628): oneway function results will be dropped but finished with status OK and parcel size 4
06-12 11:16:35.167 I/sub_mixing_factory(  350): [usecase_change_validate_l_sm:1209] ++++continuous:0 dev masks:0, out masks:0, out usecase PCM_NORMAL
06-12 11:16:35.167 I/sub_mixing_factory(  350): [usecase_change_validate_l_sm:1216] add usecase PCM_NORMAL, cnt 1
06-12 11:16:35.167 D/sub_mixing_factory(  350): [usecase_change_validate_l_sm:1228] cur dev masks:0, add out usecase:PCM_NORMAL
06-12 11:16:35.167 I/sub_mixing_factory(  350): [usecase_change_validate_l_sm:1259] ----continuous:0 dev masks:0x1, out masks:0x1, out usecase PCM_NORMAL
06-12 11:16:35.167 D/aml_audio_port(  350): [new_input_port:260] buf_frames:384,frame_size:4 ==> thunk_size:1536
06-12 11:16:35.167 I/aml_audio_port(  350): [get_input_port_type:109] samplerate:48000, flags:0x2, channel_cnt:2
06-12 11:16:35.167 D/aml_audio_port(  350): [new_input_port:286] inport:PCM_SYSTEM, buf:6144, direct:0, format:0x1, rate:48000, ch:2
06-12 11:16:35.167 I/amlAudioMixer(  350): [init_mixer_input_port:175] input port:PCM_SYSTEM, size 384 frames, frame_write_sum:63342592
06-12 11:16:35.167 I/aml_audio_port(  350): [get_input_port_type:109] samplerate:48000, flags:0x2, channel_cnt:2
06-12 11:16:35.167 I/sub_mixing_factory(  350): [mixer_aux_buffer_write_sm:1066] stream 0xeaf5e000 input port:PCM_SYSTEM
06-12 11:16:35.167 I/sub_mixing_factory(  350): [mixer_aux_buffer_write_sm:1076] padding_bytes 12288
06-12 11:16:35.167 I/amlAudioMixer(  350): [mixer_write_inport:260] input port:PCM_SYSTEM is active now
06-12 11:16:35.167 I/sub_mixing_factory(  350): [mixer_aux_buffer_write_sm:1076] padding_bytes 10752
06-12 11:16:35.167 I/sub_mixing_factory(  350): [mixer_aux_buffer_write_sm:1076] padding_bytes 9216
06-12 11:16:35.167 I/sub_mixing_factory(  350): [mixer_aux_buffer_write_sm:1076] padding_bytes 7680
06-12 11:16:35.167 I/sub_mixing_factory(  350): [mixer_aux_buffer_write_sm:1076] padding_bytes 6144
06-12 11:16:35.170 I/amlAudioMixer(  350): [mixer_inports_read:704] input port:PCM_SYSTEM first start, portId:0, avail:6144
06-12 11:16:35.175 I/sub_mixing_factory(  350): [mixer_aux_buffer_write_sm:1076] padding_bytes 4608
06-12 11:16:35.180 D/stbdpc  (  403): STB_DPGetNumPaths[570]: num_paths: 1
06-12 11:16:35.183 I/sub_mixing_factory(  350): [mixer_aux_buffer_write_sm:1076] padding_bytes 3072
06-12 11:16:35.191 I/sub_mixing_factory(  350): [mixer_aux_buffer_write_sm:1076] padding_bytes 1536
06-12 11:16:35.212 I/DrmUtils(24974): found android.hardware.drm@1.0::IDrmFactory clearkey
06-12 11:16:35.214 I/DrmUtils(24974): found android.hardware.drm@1.0::IDrmFactory verimatrix
06-12 11:16:35.221 I/DrmUtils(24974): found android.hardware.drm@1.0::IDrmFactory widevine
06-12 11:16:35.228 I/DrmUtils(24974): found android.hardware.drm@1.0::IDrmFactory youtube
06-12 11:16:35.255 I/DrmUtils(24974): found android.hardware.drm@1.1::IDrmFactory clearkey
06-12 11:16:35.257 I/DrmUtils(24974): found android.hardware.drm@1.1::IDrmFactory verimatrix
06-12 11:16:35.259 I/DrmUtils(24974): found android.hardware.drm@1.1::IDrmFactory widevine
06-12 11:16:35.263 I/DrmUtils(24974): found android.hardware.drm@1.1::IDrmFactory youtube
06-12 11:16:35.270 I/DrmUtils(24974): found android.hardware.drm@1.2::IDrmFactory clearkey
06-12 11:16:35.272 I/appium  (24904): Took 0ms to retrieve 0 matches for '//android.widget.ImageView[@resource-id='in.startv.hotstar:id/iv_profile']' XPath2 query
06-12 11:16:35.280 D/stbdpc  (  403): STB_DPGetNumPaths[570]: num_paths: 1
