--------- beginning of crash
06-12 16:55:37.164 F/linker  (13997): CANNOT LINK EXECUTABLE "/system/bin/smartcable/smartCableSTBApp": library "libmosquitto.so" not found: needed by main executable
06-12 16:58:37.419 D/stbdpc  (  405): STB_DPGetNumPaths[570]: num_paths: 1
06-12 16:58:37.421 E/WifiVendorHal(  632): getWifiLinkLayerStats_1_3_Internal(l.973) failed {.code = ERROR_UNKNOWN, .description = unknown error}
06-12 16:58:37.432 D/dvb_iptv(  405): ReadEmmNetworkTask[1537]: EMM Select Timeout Occured 26
06-12 16:58:37.493 D/ltts_ip_emm(  405): LTTS_IP_DMXStartEMM[381]: parse_emm_cat_status failed
06-12 16:58:37.519 D/stbdpc  (  405): STB_DPGetNumPaths[570]: num_paths: 1
06-12 16:58:37.536 D/rtk_heartbeat(  351): heartbeat_timed_out: heartbeatCmdCount = 7768, expected nextSeqNum = 7768
06-12 16:58:37.537 D/rtk_heartbeat(  351): rtkbt_heartbeat_cmpl_cback: Current SeqNum = 7768,should SeqNum=7768, status = 0
06-12 16:58:37.620 D/stbdpc  (  405): STB_DPGetNumPaths[570]: num_paths: 1
06-12 16:58:37.720 D/stbdpc  (  405): STB_DPGetNumPaths[570]: num_paths: 1
06-12 16:58:37.776 I/ThermalService(  986): CPU temperatures: [63.000004]
06-12 16:58:37.820 D/stbdpc  (  405): STB_DPGetNumPaths[570]: num_paths: 1
06-12 16:58:37.916 D/JioStbInactivityTimer(  933): Timer: count 29 warningTimeout:10680 timeout:10800
06-12 16:58:37.916 D/JioStbInactivityTimer(  933): isUserActive: Curr:7762653 Prev:7762653
06-12 16:58:37.920 D/stbdpc  (  405): STB_DPGetNumPaths[570]: num_paths: 1
06-12 16:58:37.932 D/dvb_iptv(  405): ReadEmmNetworkTask[1537]: EMM Select Timeout Occured 27
06-12 16:58:37.941 I/appium  (15007): channel read: POST /session/0ad30b88-7395-4ddf-bb3c-f666f208ca36/element
06-12 16:58:37.942 I/appium  (15007): FindElement command
06-12 16:58:37.945 I/appium  (15007): method: 'xpath', selector: '//android.widget.ImageView[@resource-id='in.startv.hotstar:id/iv_profile']'
06-12 16:58:37.945 I/appium  (15007): Waiting up to 10000ms for the device to idle
06-12 16:58:37.949 I/appium  (15007): The following attributes will be included to the page source: [resource-id]
06-12 16:58:38.013 I/appium  (15007): Took 0ms to retrieve 0 matches for '//android.widget.ImageView[@resource-id='in.startv.hotstar:id/iv_profile']' XPath2 query
06-12 16:58:38.018 I/appium  (15007): AppiumResponse: {"sessionId":"0ad30b88-7395-4ddf-bb3c-f666f208ca36","value":{"error":"no such element","message":"An element could not be located on the page using the given search parameters","stacktrace":"io.appium.uiautomator2.common.exceptions.ElementNotFoundException: An element could not be located on the page using the given search parameters\n\tat io.appium.uiautomator2.utils.ElementLocationHelpers.findElement(ElementLocationHelpers.java:156)\n\tat io.appium.uiautomator2.handler.FindElement.safeHandle(FindElement.java:60)\n\tat io.appium.uiautomator2.handler.request.SafeRequestHandler.handle(SafeRequestHandler.java:59)\n\tat io.appium.uiautomator2.server.AppiumServlet.handleRequest(AppiumServlet.java:259)\n\tat io.appium.uiautomator2.server.AppiumServlet.handleHttpRequest(AppiumServlet.java:253)\n\tat io.appium.uiautomator2.http.ServerHandler.channelRead(ServerHandler.java:77)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:374)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:360)\n\tat io.netty.channel.AbstractChannelHandlerContext.fireChannelRead(AbstractChannelHandlerContext.java:352)\n\tat io.netty.handler.codec.MessageToMessageDecoder.channelRead(MessageToMessageDecoder.java:102)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:374)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:360)\n\tat io.netty.channel.AbstractChannelHandlerContext.fireChannelRead(AbstractChannelHandlerContext.java:352)\n\tat io.netty.channel.CombinedChannelDuplexHandler$DelegatingChannelHandlerContext.fireChannelRead(CombinedChannelDuplexHandler.java:438)\n\tat io.netty.handler.codec.ByteToMessageDecoder.fireChannelRead(ByteToMessageDecoder.java:328)\n\tat io.netty.handler.codec.ByteToMessageDecoder.channelRead(ByteToMessageDecoder.java:302)\n\tat io.netty.channel.CombinedChannelDuplexHandler.channelRead(CombinedChannelDuplexHandler.java:253)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:374)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:360)\n\tat io.netty.channel.AbstractChannelHandlerContext.fireChannelRead(AbstractChannelHandlerContext.java:352)\n\tat io.netty.handler.timeout.IdleStateHandler.channelRead(IdleStateHandler.java:287)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:374)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:360)\n\tat io.netty.channel.AbstractChannelHandlerContext.fireChannelRead(AbstractChannelHandlerContext.java:352)\n\tat io.netty.channel.DefaultChannelPipeline$HeadContext.channelRead(DefaultChannelPipeline.java:1422)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:374)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:360)\n\tat io.netty.channel.DefaultChannelPipeline.fireChannelRead(DefaultChannelPipeline.java:931)\n\tat io.netty.channel.nio.AbstractNioByteChannel$NioByteUnsafe.read(AbstractNioByteChannel.java:163)\n\tat io.netty.channel.nio.NioEventLoop.processSelectedKey(NioEventLoop.java:700)\n\tat io.netty.channel.nio.NioEventLoop.processSelectedKeysOptimized(NioEventLoop.java:635)\n\tat io.netty.channel.nio.NioEventLoop.processSelectedKeys(NioEventLoop.java:552)\n\tat io.netty.channel.nio.NioEventLoop.run(NioEventLoop.java:514)\n\tat io.netty.util.concurrent.SingleThreadEventExecutor$6.run(SingleThreadEventExecutor.java:1044)\n\tat io.netty.util.internal.ThreadExecutorMap$2.run(ThreadExecutorMap.java:74)\n\tat io.netty.util.concurrent.FastThreadLocalRunnable.run(FastThreadLocalRunnable.java:30)\n\tat java.lang.Thread.run(Thread.java:923)\n"}}
06-12 16:58:38.020 D/stbdpc  (  405): STB_DPGetNumPaths[570]: num_paths: 1
06-12 16:58:38.221 I/chatty  (  405): uid=0(root) DK-SiCntrl identical 2 lines
06-12 16:58:38.321 D/stbdpc  (  405): STB_DPGetNumPaths[570]: num_paths: 1
06-12 16:58:38.366 D/[323   ] JioAccount-ADC( 2132): com.jio.adc.core.b$3 run> Unbinding
06-12 16:58:38.369 D/memtrack_aml(  367): sysfs path
06-12 16:58:38.421 D/stbdpc  (  405): STB_DPGetNumPaths[570]: num_paths: 1
06-12 16:58:38.432 D/dvb_iptv(  405): ReadEmmNetworkTask[1537]: EMM Select Timeout Occured 28
06-12 16:58:38.472 E/ocessService0:( 2273): failed to create Unix domain socket: Operation not permitted
06-12 16:58:38.493 I/WifiService(  632): releaseMulticastLock uid=10083
06-12 16:58:38.494 I/JTCLOG  ( 3423): JuiceModel ->  getOldONTDetails() 
06-12 16:58:38.494 I/JTCLOG  ( 3423): JuiceModel -> Constants.BASEURL_PORT_7443:https://jiofiber.local.html:7443/
06-12 16:58:38.494 I/JTCLOG  ( 3423): JuiceModel -> FQDN=jiofiber.local.html
06-12 16:58:38.494 I/JTCLOG  ( 3423): JuiceModel -> getInfo() called with secured https----- -> count : 126
06-12 16:58:38.521 D/stbdpc  (  405): STB_DPGetNumPaths[570]: num_paths: 1
06-12 16:58:38.536 D/rtk_heartbeat(  351): heartbeat_timed_out: heartbeatCmdCount = 7769, expected nextSeqNum = 7769
06-12 16:58:38.537 D/rtk_heartbeat(  351): rtkbt_heartbeat_cmpl_cback: Current SeqNum = 7769,should SeqNum=7769, status = 0
06-12 16:58:38.548 I/appium  (15007): channel read: POST /session/0ad30b88-7395-4ddf-bb3c-f666f208ca36/element
06-12 16:58:38.549 I/appium  (15007): FindElement command
06-12 16:58:38.552 I/appium  (15007): method: 'xpath', selector: '//android.widget.ImageView[@resource-id='in.startv.hotstar:id/iv_profile']'
06-12 16:58:38.553 I/appium  (15007): Waiting up to 10000ms for the device to idle
06-12 16:58:38.557 I/appium  (15007): The following attributes will be included to the page source: [resource-id]
06-12 16:58:38.621 D/stbdpc  (  405): STB_DPGetNumPaths[570]: num_paths: 1
06-12 16:58:38.622 I/appium  (15007): Took 0ms to retrieve 0 matches for '//android.widget.ImageView[@resource-id='in.startv.hotstar:id/iv_profile']' XPath2 query
06-12 16:58:38.628 I/appium  (15007): AppiumResponse: {"sessionId":"0ad30b88-7395-4ddf-bb3c-f666f208ca36","value":{"error":"no such element","message":"An element could not be located on the page using the given search parameters","stacktrace":"io.appium.uiautomator2.common.exceptions.ElementNotFoundException: An element could not be located on the page using the given search parameters\n\tat io.appium.uiautomator2.utils.ElementLocationHelpers.findElement(ElementLocationHelpers.java:156)\n\tat io.appium.uiautomator2.handler.FindElement.safeHandle(FindElement.java:60)\n\tat io.appium.uiautomator2.handler.request.SafeRequestHandler.handle(SafeRequestHandler.java:59)\n\tat io.appium.uiautomator2.server.AppiumServlet.handleRequest(AppiumServlet.java:259)\n\tat io.appium.uiautomator2.server.AppiumServlet.handleHttpRequest(AppiumServlet.java:253)\n\tat io.appium.uiautomator2.http.ServerHandler.channelRead(ServerHandler.java:77)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:374)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:360)\n\tat io.netty.channel.AbstractChannelHandlerContext.fireChannelRead(AbstractChannelHandlerContext.java:352)\n\tat io.netty.handler.codec.MessageToMessageDecoder.channelRead(MessageToMessageDecoder.java:102)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:374)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:360)\n\tat io.netty.channel.AbstractChannelHandlerContext.fireChannelRead(AbstractChannelHandlerContext.java:352)\n\tat io.netty.channel.CombinedChannelDuplexHandler$DelegatingChannelHandlerContext.fireChannelRead(CombinedChannelDuplexHandler.java:438)\n\tat io.netty.handler.codec.ByteToMessageDecoder.fireChannelRead(ByteToMessageDecoder.java:328)\n\tat io.netty.handler.codec.ByteToMessageDecoder.channelRead(ByteToMessageDecoder.java:302)\n\tat io.netty.channel.CombinedChannelDuplexHandler.channelRead(CombinedChannelDuplexHandler.java:253)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:374)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:360)\n\tat io.netty.channel.AbstractChannelHandlerContext.fireChannelRead(AbstractChannelHandlerContext.java:352)\n\tat io.netty.handler.timeout.IdleStateHandler.channelRead(IdleStateHandler.java:287)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:374)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:360)\n\tat io.netty.channel.AbstractChannelHandlerContext.fireChannelRead(AbstractChannelHandlerContext.java:352)\n\tat io.netty.channel.DefaultChannelPipeline$HeadContext.channelRead(DefaultChannelPipeline.java:1422)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:374)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:360)\n\tat io.netty.channel.DefaultChannelPipeline.fireChannelRead(DefaultChannelPipeline.java:931)\n\tat io.netty.channel.nio.AbstractNioByteChannel$NioByteUnsafe.read(AbstractNioByteChannel.java:163)\n\tat io.netty.channel.nio.NioEventLoop.processSelectedKey(NioEventLoop.java:700)\n\tat io.netty.channel.nio.NioEventLoop.processSelectedKeysOptimized(NioEventLoop.java:635)\n\tat io.netty.channel.nio.NioEventLoop.processSelectedKeys(NioEventLoop.java:552)\n\tat io.netty.channel.nio.NioEventLoop.run(NioEventLoop.java:514)\n\tat io.netty.util.concurrent.SingleThreadEventExecutor$6.run(SingleThreadEventExecutor.java:1044)\n\tat io.netty.util.internal.ThreadExecutorMap$2.run(ThreadExecutorMap.java:74)\n\tat io.netty.util.concurrent.FastThreadLocalRunnable.run(FastThreadLocalRunnable.java:30)\n\tat java.lang.Thread.run(Thread.java:923)\n"}}
06-12 16:58:38.722 D/stbdpc  (  405): STB_DPGetNumPaths[570]: num_paths: 1
06-12 16:58:38.822 D/stbdpc  (  405): STB_DPGetNumPaths[570]: num_paths: 1
06-12 16:58:38.837 I/chromium( 1781): [INFO:CONSOLE(251)] "Fetched Data of matchDetails: [object Object]", source: https://widget.jionews.com/jionews-cricketwidget-vdo/prod/index.html (251)
06-12 16:58:38.916 D/JioStbInactivityTimer(  933): Timer: count 30 warningTimeout:10680 timeout:10800
06-12 16:58:38.916 D/JioStbInactivityTimer(  933): isUserActive: Curr:7762653 Prev:7762653
06-12 16:58:38.922 D/stbdpc  (  405): STB_DPGetNumPaths[570]: num_paths: 1
06-12 16:58:38.933 D/dvb_iptv(  405): ReadEmmNetworkTask[1537]: EMM Select Timeout Occured 29
06-12 16:58:39.022 D/stbdpc  (  405): STB_DPGetNumPaths[570]: num_paths: 1
06-12 16:58:39.033 I/.startv.hotsta(15090): oneway function results will be dropped but finished with status OK and parcel size 4
06-12 16:58:39.035 I/e.swalekh.abct( 1336): oneway function results will be dropped but finished with status OK and parcel size 4
06-12 16:58:39.041 D/JioSTBMRServer-SERVICE( 3304): InetSocketAddress(InetAddress.getByName(inetAddress.hostAddress)-/192.168.1.255
06-12 16:58:39.041 D/JioSTBMRServer-SERVICE( 3304): #beacon:RKISBFJ60000097:0:false:0:1:SV=181024 , 192.168.1.255
06-12 16:58:39.045 D/JioSTBMRServer-SERVICE( 3304): InetSocketAddress(InetAddress.getByName(inetAddress.hostAddress)-/192.168.1.255
06-12 16:58:39.045 D/JioSTBMRServer-SERVICE( 3304): #broadcast IP:192.168.1.255
06-12 16:58:39.122 D/stbdpc  (  405): STB_DPGetNumPaths[570]: num_paths: 1
06-12 16:58:39.153 I/appium  (15007): channel read: POST /session/0ad30b88-7395-4ddf-bb3c-f666f208ca36/element
06-12 16:58:39.155 I/appium  (15007): FindElement command
06-12 16:58:39.157 I/appium  (15007): method: 'xpath', selector: '//android.widget.ImageView[@resource-id='in.startv.hotstar:id/iv_profile']'
06-12 16:58:39.158 I/appium  (15007): Waiting up to 10000ms for the device to idle
06-12 16:58:39.161 I/appium  (15007): The following attributes will be included to the page source: [resource-id]
06-12 16:58:39.178 I/tomator2.serve(15007): Method exceeds compiler instruction limit: 19264 in java_cup.runtime.Symbol org.eclipse.wst.xml.xpath2.processor.internal.CUP$XPathCup$actions.CUP$XPathCup$do_action(int, java_cup.runtime.lr_parser, java.util.Stack, int)
06-12 16:58:39.222 I/appium  (15007): Took 0ms to retrieve 0 matches for '//android.widget.ImageView[@resource-id='in.startv.hotstar:id/iv_profile']' XPath2 query
06-12 16:58:39.223 D/stbdpc  (  405): STB_DPGetNumPaths[570]: num_paths: 1
06-12 16:58:39.227 I/appium  (15007): AppiumResponse: {"sessionId":"0ad30b88-7395-4ddf-bb3c-f666f208ca36","value":{"error":"no such element","message":"An element could not be located on the page using the given search parameters","stacktrace":"io.appium.uiautomator2.common.exceptions.ElementNotFoundException: An element could not be located on the page using the given search parameters\n\tat io.appium.uiautomator2.utils.ElementLocationHelpers.findElement(ElementLocationHelpers.java:156)\n\tat io.appium.uiautomator2.handler.FindElement.safeHandle(FindElement.java:60)\n\tat io.appium.uiautomator2.handler.request.SafeRequestHandler.handle(SafeRequestHandler.java:59)\n\tat io.appium.uiautomator2.server.AppiumServlet.handleRequest(AppiumServlet.java:259)\n\tat io.appium.uiautomator2.server.AppiumServlet.handleHttpRequest(AppiumServlet.java:253)\n\tat io.appium.uiautomator2.http.ServerHandler.channelRead(ServerHandler.java:77)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:374)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:360)\n\tat io.netty.channel.AbstractChannelHandlerContext.fireChannelRead(AbstractChannelHandlerContext.java:352)\n\tat io.netty.handler.codec.MessageToMessageDecoder.channelRead(MessageToMessageDecoder.java:102)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:374)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:360)\n\tat io.netty.channel.AbstractChannelHandlerContext.fireChannelRead(AbstractChannelHandlerContext.java:352)\n\tat io.netty.channel.CombinedChannelDuplexHandler$DelegatingChannelHandlerContext.fireChannelRead(CombinedChannelDuplexHandler.java:438)\n\tat io.netty.handler.codec.ByteToMessageDecoder.fireChannelRead(ByteToMessageDecoder.java:328)\n\tat io.netty.handler.codec.ByteToMessageDecoder.channelRead(ByteToMessageDecoder.java:302)\n\tat io.netty.channel.CombinedChannelDuplexHandler.channelRead(CombinedChannelDuplexHandler.java:253)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:374)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:360)\n\tat io.netty.channel.AbstractChannelHandlerContext.fireChannelRead(AbstractChannelHandlerContext.java:352)\n\tat io.netty.handler.timeout.IdleStateHandler.channelRead(IdleStateHandler.java:287)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:374)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:360)\n\tat io.netty.channel.AbstractChannelHandlerContext.fireChannelRead(AbstractChannelHandlerContext.java:352)\n\tat io.netty.channel.DefaultChannelPipeline$HeadContext.channelRead(DefaultChannelPipeline.java:1422)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:374)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:360)\n\tat io.netty.channel.DefaultChannelPipeline.fireChannelRead(DefaultChannelPipeline.java:931)\n\tat io.netty.channel.nio.AbstractNioByteChannel$NioByteUnsafe.read(AbstractNioByteChannel.java:163)\n\tat io.netty.channel.nio.NioEventLoop.processSelectedKey(NioEventLoop.java:700)\n\tat io.netty.channel.nio.NioEventLoop.processSelectedKeysOptimized(NioEventLoop.java:635)\n\tat io.netty.channel.nio.NioEventLoop.processSelectedKeys(NioEventLoop.java:552)\n\tat io.netty.channel.nio.NioEventLoop.run(NioEventLoop.java:514)\n\tat io.netty.util.concurrent.SingleThreadEventExecutor$6.run(SingleThreadEventExecutor.java:1044)\n\tat io.netty.util.internal.ThreadExecutorMap$2.run(ThreadExecutorMap.java:74)\n\tat io.netty.util.concurrent.FastThreadLocalRunnable.run(FastThreadLocalRunnable.java:30)\n\tat java.lang.Thread.run(Thread.java:923)\n"}}
06-12 16:58:39.293 I/JioBackgroundSchedulerService( 2785): Check schedule  
06-12 16:58:39.323 D/stbdpc  (  405): STB_DPGetNumPaths[570]: num_paths: 1
06-12 16:58:39.423 D/stbdpc  (  405): STB_DPGetNumPaths[570]: num_paths: 1
06-12 16:58:39.433 D/dvb_iptv(  405): ReadEmmNetworkTask[1537]: EMM Select Timeout Occured 30
06-12 16:58:39.493 D/ltts_ip_emm(  405): LTTS_IP_DMXStartEMM[381]: parse_emm_cat_status failed
06-12 16:58:39.523 D/stbdpc  (  405): STB_DPGetNumPaths[570]: num_paths: 1
06-12 16:58:39.528 W/pool-7-thread-1( 3502): type=1400 audit(0.0:10073): avc: denied { read } for name="arp" dev="proc" ino=4026532018 scontext=u:r:untrusted_app_27:s0:c85,c256,c512,c768 tcontext=u:object_r:proc_net:s0 tclass=file permissive=0 app=com.jio.myhome.mediasharedmp
06-12 16:58:39.536 D/rtk_heartbeat(  351): heartbeat_timed_out: heartbeatCmdCount = 7770, expected nextSeqNum = 7770
06-12 16:58:39.539 D/rtk_heartbeat(  351): rtkbt_heartbeat_cmpl_cback: Current SeqNum = 7770,should SeqNum=7770, status = 0
06-12 16:58:39.532 W/pool-7-thread-1( 3502): type=1400 audit(0.0:10074): avc: denied { read } for name="arp" dev="proc" ino=4026532018 scontext=u:r:untrusted_app_27:s0:c85,c256,c512,c768 tcontext=u:object_r:proc_net:s0 tclass=file permissive=0 app=com.jio.myhome.mediasharedmp
06-12 16:58:39.608 I/ActivityTaskManager(  632): Fully drawn in.startv.hotstar/com.hotstar.MainActivity: +12s893ms
06-12 16:58:39.623 D/stbdpc  (  405): STB_DPGetNumPaths[570]: num_paths: 1
06-12 16:58:39.637 I/AppPerfTracer(15090):  splash time is: 11787 
06-12 16:58:39.637 I/AppPerfTracer(15090):  startup time is: 836 
06-12 16:58:39.637 I/AppPerfTracer(15090):  pageRenderedTime time is: 139 
06-12 16:58:39.637 I/AppPerfTracer(15090):  startup type is cold 
06-12 16:58:39.637 I/AppPerfTracer(15090): data processing time is: 11787 
06-12 16:58:39.637 I/AppPerfTracer(15090): api response time is: 10413 
06-12 16:58:39.637 I/AppPerfTracer(15090): fingerprint key fetch time is: 3 
06-12 16:58:39.637 I/AppPerfTracer(15090): splash animation time is: 3147 
06-12 16:58:39.637 I/AppPerfTracer(15090): total time is : 12762 
06-12 16:58:39.637 I/AppPerfTracer(15090):  total app startup time is: 12762 
06-12 16:58:39.637 I/AppPerfTracer(15090): App Init Time: 377 
06-12 16:58:39.637 I/AppPerfTracer(15090): Activity Init Time: 127 
06-12 16:58:39.637 I/AppPerfTracer(15090): Splash Init Time: 337 
06-12 16:58:39.637 I/AppPerfTracer(15090): Startup Init Time: 745 
06-12 16:58:39.637 I/AppPerfTracer(15090): Start Api Init  382 
06-12 16:58:39.637 I/AppPerfTracer(15090): Proto Parsing Time: 238 
06-12 16:58:39.697 V/DigitalSignage(  632): Package Name: null
06-12 16:58:39.697 V/DigitalSignage(  632): Left: 0
06-12 16:58:39.697 V/DigitalSignage(  632): Right: 0
06-12 16:58:39.697 V/DigitalSignage(  632): Top: 0
06-12 16:58:39.697 V/DigitalSignage(  632): Bottom: 0
06-12 16:58:39.698 D/DigitalSignage(  632): else - Package Name :: null left : 0 right :: 0 top :: 0 bottom :: 0 dfu-right :: 1920 dfu-bottom :: 1080
06-12 16:58:39.720 W/AnimatorSet(15090): Start delay should always be non-negative
06-12 16:58:39.722 W/System.err(15090): java.lang.IllegalArgumentException: width and height must be > 0
06-12 16:58:39.723 D/stbdpc  (  405): STB_DPGetNumPaths[570]: num_paths: 1
06-12 16:58:39.725 W/System.err(15090): 	at android.graphics.Bitmap.createBitmap(Bitmap.java:1113)
06-12 16:58:39.725 W/System.err(15090): 	at android.graphics.Bitmap.createBitmap(Bitmap.java:1080)
06-12 16:58:39.725 W/System.err(15090): 	at android.graphics.Bitmap.createBitmap(Bitmap.java:1030)
06-12 16:58:39.725 W/System.err(15090): 	at android.graphics.Bitmap.createBitmap(Bitmap.java:991)
06-12 16:58:39.725 W/System.err(15090): 	at com.hotstar.feature.login.profile.customview.CircleImageView.c(SourceFile:46)
06-12 16:58:39.725 W/System.err(15090): 	at com.hotstar.feature.login.profile.customview.CircleImageView.setImageDrawable(SourceFile:4)
06-12 16:58:39.725 W/System.err(15090): 	at coil.target.ImageViewTarget.f(SourceFile:3)
06-12 16:58:39.725 W/System.err(15090): 	at coil.target.GenericViewTarget.h(SourceFile:19)
06-12 16:58:39.725 W/System.err(15090): 	at coil.target.GenericViewTarget.c(SourceFile:1)
06-12 16:58:39.725 W/System.err(15090): 	at coil.RealImageLoader.c(SourceFile:255)
06-12 16:58:39.725 W/System.err(15090): 	at coil.RealImageLoader$enqueue$job$1.invokeSuspend(SourceFile:32)
06-12 16:58:39.725 W/System.err(15090): 	at kotlin.coroutines.jvm.internal.BaseContinuationImpl.resumeWith(SourceFile:9)
06-12 16:58:39.725 W/System.err(15090): 	at Yg.i.a(SourceFile:129)
06-12 16:58:39.725 W/System.err(15090): 	at S3.A.s(SourceFile:11)
06-12 16:58:39.725 W/System.err(15090): 	at kotlinx.coroutines.a.p0(SourceFile:81)
06-12 16:58:39.725 W/System.err(15090): 	at kotlinx.coroutines.d.a(SourceFile:18)
06-12 16:58:39.725 W/System.err(15090): 	at coil.RealImageLoader.b(SourceFile:10)
06-12 16:58:39.725 W/System.err(15090): 	at coil.request.ViewTargetRequestManager.onViewAttachedToWindow(SourceFile:13)
06-12 16:58:39.725 W/System.err(15090): 	at android.view.View.dispatchAttachedToWindow(View.java:20490)
06-12 16:58:39.725 W/System.err(15090): 	at android.view.ViewGroup.dispatchAttachedToWindow(ViewGroup.java:3496)
06-12 16:58:39.725 W/System.err(15090): 	at android.view.ViewGroup.dispatchAttachedToWindow(ViewGroup.java:3496)
06-12 16:58:39.725 W/System.err(15090): 	at android.view.ViewGroup.addViewInner(ViewGroup.java:5278)
06-12 16:58:39.725 W/System.err(15090): 	at android.view.ViewGroup.addView(ViewGroup.java:5064)
06-12 16:58:39.726 W/System.err(15090): 	at android.view.ViewGroup.addView(ViewGroup.java:5004)
06-12 16:58:39.726 W/System.err(15090): 	at androidx.recyclerview.widget.e.a(SourceFile:26)
06-12 16:58:39.726 W/System.err(15090): 	at androidx.recyclerview.widget.RecyclerView$l.m(SourceFile:243)
06-12 16:58:39.726 W/System.err(15090): 	at androidx.recyclerview.widget.RecyclerView$l.l(SourceFile:3)
06-12 16:58:39.726 W/System.err(15090): 	at androidx.leanback.widget.GridLayoutManager$b.b(SourceFile:42)
06-12 16:58:39.726 W/System.err(15090): 	at androidx.leanback.widget.S.b(SourceFile:58)
06-12 16:58:39.726 W/System.err(15090): 	at androidx.leanback.widget.k.a(SourceFile:12)
06-12 16:58:39.726 W/System.err(15090): 	at androidx.leanback.widget.GridLayoutManager.v0(SourceFile:1052)
06-12 16:58:39.726 W/System.err(15090): 	at androidx.recyclerview.widget.RecyclerView.r(SourceFile:74)
06-12 16:58:39.726 W/System.err(15090): 	at androidx.recyclerview.widget.RecyclerView.p(SourceFile:72)
06-12 16:58:39.726 W/System.err(15090): 	at androidx.recyclerview.widget.RecyclerView.onLayout(SourceFile:8)
06-12 16:58:39.726 W/System.err(15090): 	at android.view.View.layout(View.java:22844)
06-12 16:58:39.727 W/System.err(15090): 	at android.view.ViewGroup.layout(ViewGroup.java:6389)
06-12 16:58:39.727 W/System.err(15090): 	at androidx.constraintlayout.widget.ConstraintLayout.onLayout(SourceFile:67)
06-12 16:58:39.727 W/System.err(15090): 	at android.view.View.layout(View.java:22844)
06-12 16:58:39.727 W/System.err(15090): 	at android.view.ViewGroup.layout(ViewGroup.java:6389)
06-12 16:58:39.727 W/System.err(15090): 	at android.widget.FrameLayout.layoutChildren(FrameLayout.java:332)
06-12 16:58:39.727 W/System.err(15090): 	at android.widget.FrameLayout.onLayout(FrameLayout.java:270)
06-12 16:58:39.727 W/System.err(15090): 	at android.view.View.layout(View.java:22844)
06-12 16:58:39.727 W/System.err(15090): 	at android.view.ViewGroup.layout(ViewGroup.java:6389)
06-12 16:58:39.727 W/System.err(15090): 	at android.widget.FrameLayout.layoutChildren(FrameLayout.java:332)
